beat,duration,pitch,tie,midi,ref_ts,live_ts
51.0,0.5,A3,no,57,30.6,30.6
51.5,0.25,D4,no,62,30.9,30.9
51.75,0.25,C4,no,60,31.05,31.05
52.0,0.5,A3,no,57,31.2,31.2
52.5,1.0,G3,no,55,31.5,31.5
53.5,0.5,D3,no,50,32.1,32.1
54.0,0.5,B3,no,59,32.4,32.4
54.5,1.0,G3,no,55,32.7,32.7
55.5,0.5,D3,no,50,33.3,33.3
56.0,0.5,B3,no,59,33.6,33.6
56.5,0.25,D4,no,62,33.9,33.9
56.75,0.25,C4,no,60,34.05,34.05
57.0,0.5,A3,no,57,34.2,34.2
57.5,0.25,D4,no,62,34.5,34.5
57.75,0.25,C4,no,60,34.65,34.65
58.0,0.5,A3,no,57,34.8,34.8
58.5,0.25,D4,no,62,35.1,35.1
58.75,0.25,C4,no,60,35.25,35.25
59.0,0.5,A3,no,57,35.4,35.4
59.5,0.25,D4,no,62,35.7,35.7
59.75,0.25,C4,no,60,35.85,35.85
60.0,0.5,A3,no,57,36,36
60.5,0.5,B3,no,59,36.3,36.3
61.0,0.25,G3,no,55,36.6,36.6
61.25,0.25,B3,no,59,36.75,36.75
61.5,0.5,D4,start,62,36.9,36.9
62.0,0.5,D4,stop,62,37.2,37.2
62.5,0.5,B3,no,59,37.5,37.5
63.0,0.25,G3,no,55,37.8,37.8
63.25,0.25,B3,no,59,37.95,37.95
63.5,0.5,D4,start,62,38.1,38.1
64.0,0.5,D4,stop,62,38.4,38.4
64.5,0.5,B3,no,59,38.7,38.7
65.0,0.25,G3,no,55,39,39
65.25,0.25,G3,no,55,39.15,39.15
65.5,0.5,G3,no,55,39.3,39.3
66.0,0.5,B3,no,59,39.6,39.6
66.5,1.5,A3,no,57,39.9,39.9
68.5,1.0,G3,no,55,41.1,41.1
69.5,0.5,D3,no,50,41.7,41.7
70.0,0.5,B3,no,59,42,42
70.5,1.0,G3,no,55,42.3,42.3
71.5,0.5,D3,no,50,42.9,42.9
72.0,0.5,B3,no,59,43.2,43.2
72.5,0.25,D4,no,62,43.5,43.5
72.75,0.25,C4,no,60,43.65,43.65
73.0,0.5,A3,no,57,43.8,43.8
73.5,0.25,D4,no,62,44.1,44.1
73.75,0.25,C4,no,60,44.25,44.25
74.0,0.5,A3,no,57,44.4,44.4
74.5,0.25,D4,no,62,44.7,44.7
74.75,0.25,C4,no,60,44.85,44.85
75.0,0.5,A3,no,57,45,45
75.5,0.25,D4,no,62,45.3,45.3
75.75,0.25,C4,no,60,45.45,45.45
76.0,0.5,A3,no,57,45.6,45.6
76.5,1.0,G3,no,55,45.9,45.9
77.5,0.5,D3,no,50,46.5,46.5
78.0,0.5,B3,no,59,46.8,46.8
78.5,1.0,G3,no,55,47.1,47.1
79.5,0.5,D3,no,50,47.7,47.7
80.0,0.5,B3,no,59,48,48
80.5,0.25,D4,no,62,48.3,48.3
80.75,0.25,C4,no,60,48.45,48.45
81.0,0.5,A3,no,57,48.6,48.6
81.5,0.25,D4,no,62,48.9,48.9
81.75,0.25,C4,no,60,49.05,49.05
82.0,0.5,A3,no,57,49.2,49.2
82.5,0.25,D4,no,62,49.5,49.5
82.75,0.25,C4,no,60,49.65,49.65
83.0,0.5,A3,no,57,49.8,49.8
83.5,0.25,D4,no,62,50.1,50.1
83.75,0.25,C4,no,60,50.25,50.25
84.0,0.5,A3,no,57,50.4,50.4
84.5,0.5,B3,no,59,50.7,50.7
85.0,0.25,G3,no,55,51,51
85.25,0.25,B3,no,59,51.15,51.15
85.5,0.5,D4,start,62,51.3,51.3
86.0,0.5,D4,stop,62,51.6,51.6
86.5,0.5,B3,no,59,51.9,51.9
87.0,0.25,G3,no,55,52.2,52.2
87.25,0.25,B3,no,59,52.35,52.35
87.5,0.5,D4,start,62,52.5,52.5
88.0,0.5,D4,stop,62,52.8,52.8
88.5,0.5,B3,no,59,53.1,53.1
89.0,0.25,G3,no,55,53.4,53.4
89.25,0.25,G3,no,55,53.55,53.55
89.5,0.5,G3,no,55,53.7,53.7
90.0,0.5,G3,no,55,54,54
90.5,1.5,G3,no,55,54.3,54.3
