beat,duration,pitch,tie,midi,ref_ts,live_ts
60.0,1.0,C4,no,60,36,36
61.0,1.0,C4,no,60,36.6,36.6
62.0,1.0,C4,no,60,37.2,37.2
63.0,0.5,C4,no,60,37.8,37.8
63.5,0.5,B3,no,59,38.1,38.1
64.0,0.5,A3,no,57,38.4,38.4
64.5,0.5,G3,no,55,38.7,38.7
65.0,0.5,F#3,no,54,39,39
65.5,0.5,E3,no,52,39.3,39.3
66.0,1.0,D3,no,50,39.6,39.6
67.0,1.0,G3,no,55,40.2,40.2
68.0,1.0,F#3,no,54,40.8,40.8
69.0,2.0,G3,no,55,41.4,41.4
72.0,1.0,C4,no,60,43.2,43.2
73.0,1.0,F3,no,53,43.8,43.8
74.0,1.0,F3,no,53,44.4,44.4
75.0,1.0,F3,no,53,45,45
76.0,0.5,A3,no,57,45.6,45.6
76.5,0.5,G3,no,55,45.9,45.9
77.0,1.0,F3,no,53,46.2,46.2
78.0,1.0,D4,no,62,46.8,46.8
79.0,1.0,F3,no,53,47.4,47.4
80.0,1.0,F3,no,53,48,48
81.0,0.5,E3,no,52,48.6,48.6
81.5,0.5,G3,no,55,48.9,48.9
82.0,0.5,F3,no,53,49.2,49.2
82.5,0.5,E3,no,52,49.5,49.5
83.0,1.0,D3,no,50,49.8,49.8
84.0,1.0,G3,no,55,50.4,50.4
85.0,1.0,G3,no,55,51,51
86.0,1.0,G3,no,55,51.6,51.6
87.0,1.0,G3,no,55,52.2,52.2
88.0,0.5,A3,no,57,52.8,52.8
88.5,0.5,B3,no,59,53.1,53.1
89.0,1.0,C4,no,60,53.4,53.4
90.0,0.5,E3,no,52,54,54
90.5,0.5,G3,no,55,54.3,54.3
91.0,0.5,F3,no,53,54.6,54.6
91.5,0.5,E3,no,52,54.9,54.9
92.0,0.5,D3,no,50,55.2,55.2
92.5,0.5,E3,no,52,55.5,55.5
93.0,3.0,C3,no,48,55.8,55.8
96.0,1.0,D3,no,50,57.6,57.6
97.0,1.0,D3,no,50,58.2,58.2
98.0,1.0,D3,no,50,58.8,58.8
99.0,1.0,D3,no,50,59.4,59.4
100.0,0.5,G3,no,55,60,60
100.5,0.5,F#3,no,54,60.3,60.3
101.0,1.0,G3,no,55,60.6,60.6
102.0,1.0,D3,no,50,61.2,61.2
103.0,1.0,E3,no,52,61.8,61.8
104.0,1.0,F3,no,53,62.4,62.4
105.0,1.0,E3,no,52,63,63
106.0,0.5,D3,no,50,63.6,63.6
106.5,0.5,E3,no,52,63.9,63.9
107.0,1.0,C3,no,48,64.2,64.2
108.0,1.0,C4,no,60,64.8,64.8
109.0,1.0,C4,no,60,65.4,65.4
110.0,1.0,C4,no,60,66,66
111.0,0.5,C4,no,60,66.6,66.6
111.5,0.5,B3,no,59,66.9,66.9
112.0,0.5,A3,no,57,67.2,67.2
112.5,0.5,G3,no,55,67.5,67.5
113.0,0.5,F#3,no,54,67.8,67.8
113.5,0.5,E3,no,52,68.1,68.1
114.0,1.0,D3,no,50,68.4,68.4
115.0,1.0,G3,no,55,69,69
116.0,1.0,F#3,no,54,69.6,69.6
117.0,2.0,G3,no,55,70.2,70.2
120.0,1.0,C4,no,60,72,72
121.0,1.0,F3,no,53,72.6,72.6
122.0,1.0,F3,no,53,73.2,73.2
123.0,1.0,F3,no,53,73.8,73.8
124.0,0.5,A3,no,57,74.4,74.4
124.5,0.5,G3,no,55,74.7,74.7
125.0,1.0,F3,no,53,75,75
126.0,1.0,D4,no,62,75.6,75.6
127.0,1.0,F3,no,53,76.2,76.2
128.0,1.0,F3,no,53,76.8,76.8
129.0,0.5,E3,no,52,77.4,77.4
129.5,0.5,G3,no,55,77.7,77.7
130.0,0.5,F3,no,53,78,78
130.5,0.5,E3,no,52,78.3,78.3
131.0,1.0,D3,no,50,78.6,78.6
132.0,1.0,G3,no,55,79.2,79.2
133.0,1.0,G3,no,55,79.8,79.8
134.0,1.0,G3,no,55,80.4,80.4
135.0,1.0,G3,no,55,81,81
136.0,0.5,A3,no,57,81.6,81.6
136.5,0.5,B3,no,59,81.9,81.9
137.0,1.0,C4,no,60,82.2,82.2
138.0,0.5,E3,no,52,82.8,82.8
138.5,0.5,G3,no,55,83.1,83.1
139.0,0.5,F3,no,53,83.4,83.4
139.5,0.5,E3,no,52,83.7,83.7
140.0,0.5,D3,no,50,84,84
140.5,0.5,E3,no,52,84.3,84.3
141.0,3.0,C3,no,48,84.6,84.6
